Engine_RPM,Lub_Oil_Pressure,Fuel_Pressure,Coolant_Pressure,Lub_Oil_Temperature,Coolant_Temperature,Temp_Pressure_Ratio,Coolant_Efficiency,High_RPM_Flag,Engine_Condition
569.0,3.736062689,5.7291344,1.870193636,76.74234076,79.45186304,20.5409670951054,0.023538700849071996,0,1
952.0,2.406550016,7.418634881,1.443150361,75.18066062,78.45281201,31.240015840169427,0.018395138734046253,0,1
973.0,2.349488362,5.715477129,3.340146388,78.82165897,77.50673439,33.548435584887564,0.04309491832274834,0,1
554.0,3.396276209,10.29029668,1.999732845,76.54655937,83.10626682,22.538378700517523,0.024062359212106407,0,1
811.0,4.851543187,3.622093695,0.758106736,76.04222077,82.37460138,15.673821264491611,0.009203161208669148,0,1
540.0,3.081386847,4.375281144,0.982797128,76.41520746,79.3204985,24.798965937820142,0.012390203624350647,0,1
778.0,3.538907361,5.208443444,1.734623678,73.84982824,73.38530785,20.867974407539172,0.023637206531116294,0,1
563.0,2.217111772,6.034854522,2.623956293,78.60389185,77.73104383,35.4532833403764,0.033756864229672084,0,1
1033.0,2.036131924,4.932127866,2.235216629,75.93189644,69.71027153,37.292228241690296,0.03206437989612576,0,1
804.0,4.572660164,5.992453321,1.535159301,77.05191677,79.80513975,16.85056706741962,0.019236346252999328,0,1
369.0,2.746006964,6.989355267,1.830474231,77.18143043,75.69747768,28.10678612321247,0.02418144285781967,0,1
798.0,5.789154068,6.727879187,1.819378007,77.6019679,79.90657695,13.404716300253767,0.022768814238387922,0,1
437.0,3.900054375,6.734776114,2.790180659,78.00837612,78.00277131,20.001868850866984,0.03577027600610771,0,0
1221.0,4.420860074,5.888118911,4.7214003579999995,76.78706904,90.00672576,17.36926022418144,0.05782508728156629,1,1
946.0,2.337909938,5.878699254,4.7214003579999995,78.05562273,81.37253081,33.38692456082112,0.0750539054544124,0,0
654.0,2.12681119,6.048616774,2.932469177,75.45248831,85.56178181,35.47681555596856,0.03427311955134236,0,0
800.0,3.403040218,5.070474401,2.423549461,75.85764805,75.29601032,22.291140624421498,0.0321869571933516,0,1
1388.0,2.991451124,4.277201458,1.463618612,77.88694094,82.12003734,26.03650793928198,0.01782291702986213,1,1
576.0,4.796218769,8.315169979,3.235006595,81.59024106749999,90.11710974,17.407654928010643,0.03589780680198721,0,1
1307.0,3.771456913,2.955203604,1.844965895,77.86410473,81.62351367,20.645630197074983,0.022603362830704764,1,0
663.0,4.798852519,7.292508675,2.363308991,75.42956294,70.38682831,15.718249861056002,0.033576011986098254,0,1
582.0,1.305754757,5.211494013,2.633096833,75.93492015,75.58095225,58.15404442750193,0.034838100799398176,0,1
1145.0,4.436744615,5.686701371,2.96589891,74.06224887,71.00266913,16.692925849192697,0.04177165374684274,1,0
673.0,1.826225607,8.799340093,1.239881981,76.36529124,83.42322758,41.8159130762862,0.01486255107800757,0,0
469.0,2.244982914,7.020500865,0.246692655,76.9158745,86.21917274,34.26122934849205,0.0028612273483987036,0,1
739.0,2.464748241,8.192445879,2.752651989,74.69714115,87.95084449,30.306195134840138,0.031297618629608226,0,0
1240.0,4.557669241,4.769485567,1.481278609,77.44117155,75.29450069,16.991397895519203,0.019673131442874834,1,1
529.0,2.59155178,7.383816959,2.33410448,76.62804159,76.08376101,29.568400747910193,0.030678090160306603,0,1
835.0,3.516407935,3.704002371,1.359745377,81.59024106749999,73.33782249,25.388378896943877,0.018540847421334453,0,1
848.0,2.474462655,5.649182722,3.259924404,76.35473595,77.66087443,30.857097720070463,0.041976406110883394,0,0
754.0,2.931880538,5.210594877,1.070077031,78.21956338,81.21398998,26.678973568738222,0.013176018457700705,0,1
510.0,4.641280446,3.945978301,1.855170821,78.01709428,74.07458294,16.80939025075237,0.02504463403462802,0,0
450.0,0.699887698,4.111951561,0.94999253,74.8690501,72.8898093,106.97294767995766,0.013033269521806803,0,1
658.0,3.201742,6.108218354,1.567631825,75.6650327,69.75539582,23.632457799535377,0.02247326972446961,0,1
529.0,3.215983834,5.469481063,2.196792869,78.29402793,75.39119034,24.3452803158587,0.029138588462297516,0,1
1445.5,2.776676439,7.228797563,1.834901317,81.59024106749999,78.95137827,31.54079078134894,0.023240902910205773,1,1
84.0,3.830491098,4.907142035,1.061623857,75.62668222,77.40797796,19.743338461088367,0.013714656873592362,0,1
798.0,1.988798241,2.982691903,1.36254383,77.3036894,76.03431603,38.869548356564536,0.017920116878047492,0,0
1083.0,4.867080395,4.984865361,2.49639962,81.59024106749999,81.06430222,16.82899054310772,0.03079530140437197,1,0
633.0,2.211678726,7.715703141,2.244280224,76.32532303,81.73380535,34.51013121062141,0.027458408603264674,0,0
918.0,2.981941209,11.24553877,2.724375646,76.19384189,92.01486244,25.55175858599565,0.02960799564066598,0,1
668.0,2.541819792,5.145479719,3.114428463,75.49389021,70.38139692,29.700724830141695,0.04425073384860574,0,1
488.0,0.325005426,8.190475564,1.503243697,76.15075327,77.30819501,234.30609823111075,0.0194448169020833,0,1
813.0,4.485256962,8.60506641,1.668093683,76.21797975,77.23755386,16.993001827037794,0.021596925324998892,0,1
413.0,3.492244437,6.194312143,1.769396373,81.59024106749999,78.46429928,23.51671970033981,0.02255033676762862,0,1
1185.0,3.764830046,10.67399172,2.249565729,78.4875236,75.17431356,20.847560883495987,0.029924659401173254,1,0
1057.0,2.054570787,6.884651576,1.598793662,76.6174642,87.62744631,37.29122631587383,0.01824535267573519,0,1
643.0,2.62585753,8.451584951,2.909539711,81.59024106749999,68.85950411,31.916465365125884,0.042253277141702024,0,0
659.0,4.495829469,5.978983711,4.7214003579999995,76.95974073,83.49759944,17.118029333776757,0.07026043552564198,0,1
429.0,3.378733978,3.557734043,2.692527804,77.95684478,93.98068928,23.072797470177154,0.028649798428037235,0,0
1087.0,4.294720701,3.272855489,2.086659702,81.59024106749999,75.42729139,19.83324109997811,0.027664518552188728,1,0
671.0,4.183711117,7.13686938,2.776893627,77.18754137,79.17833622,18.44953898856875,0.03507138138498258,0,1
743.0,2.983044788,11.83076865,1.705550721,76.26823887,85.1805141,25.567245646732143,0.020022780315668464,0,1
744.0,2.740729188,4.94498558,1.294336734,77.41705121,90.16332367,28.246880993920367,0.014355468291489615,0,1
809.0,4.050245312,7.78544217,2.34322546,77.79120864,75.28388704,19.206542480160763,0.03112519228390788,0,1
902.0,4.2009472,11.987104188250001,2.169703537,76.16990242,78.11653602,18.131601944437673,0.027775214410998665,0,0
555.0,2.756869289,2.941944677,2.084822443,78.19382619,83.43602753,28.363269343960543,0.0249870769824269,0,1
706.0,3.322614307,6.614217267,2.175400497,75.46537029,69.85725173,22.712648329663622,0.031140653878110987,0,1
634.0,4.144613565,8.879249763,1.954019758,74.04726973,80.93710058,17.865904400667567,0.024142448197395014,0,1
665.0,3.02079774,7.931052314,2.793914967,76.94930205,76.39563489,25.473172543488463,0.03657165715060661,0,1
913.0,2.577537492,5.168560934,2.085452844,81.59024106749999,86.05565543,32.22589591724938,0.02423376864169449,0,0
1212.0,1.723152316,5.266437194,4.289763312,80.38230746,82.46203326,46.648405201110506,0.052021071302893074,1,0
1300.0,2.219350167,8.433284367,1.580678036,80.84323024,74.47340728,36.426532163367256,0.021224730997697946,1,0
621.0,3.251042298,5.331135919,2.615028287,78.18545527,71.33767298,24.049350363143137,0.036657044977247026,0,0
808.0,3.077382494,3.582213352,4.7214003579999995,81.59024106749999,74.73223423,27.03103327980392,0.07831609484586395,0,1
1258.0,3.265262704,11.24739915,1.487560972,76.84218631,71.70502051,23.533232476476417,0.02074556232492179,1,1
1267.0,4.119742571,8.25954341,2.095620353,74.63663496,76.78191794,18.116820086135426,0.027293149340676656,1,0
868.0,2.525345854,4.285353424,1.596997059,76.14099032,82.91035392,30.150717850941934,0.01926173250377074,0,1
1024.0,2.194610985,4.866378095,0.512181545,77.7741808,83.93495969,35.43870933462952,0.0061021241553181,0,0
1036.0,2.161426496,6.125224415,2.157850851,75.99625198,77.31864397,35.160229654184825,0.027908544953753413,0,0
656.0,4.151633853,6.293228799,3.17778139,75.57225753,68.31764688,18.203016018715367,0.04651479573911226,0,1
823.0,2.377631328,2.604273235,1.977949811,73.11317197,76.89877273,30.75042421799718,0.02572147435882752,0,1
524.0,1.441211642,6.817949603,1.786358359,77.26770634,73.97899838,53.613018441048645,0.02414683083196402,0,0
699.0,2.106315488,2.486776497,1.097199752,81.59024106749999,90.5700987,41.20347361752866,0.012114370722221594,0,0
981.0,3.23583633,7.45469799,4.277396669,73.29939233,80.96278367,22.652379432923915,0.05283164035508514,0,1
833.0,3.758835012,6.281994196,1.660213894,76.56045064,70.93811193,20.36813278464801,0.023403694415186273,0,0
919.0,2.726379052,11.987104188250001,2.298589045,75.61017532,87.73000415,27.732818466505734,0.026200717385922976,0,1
801.0,3.707930935,8.233513626,2.483217051,75.77591076,81.36110316,20.43617103132478,0.03052093635107983,0,1
696.0,4.103562666,6.618358058,1.740116221,77.58984302,67.57587529,18.90792205097033,0.02575055392967297,0,1
1266.0,5.377553778,5.537527641,1.02914323,77.85763617,85.88594308,14.47826267931002,0.01198267368434653,1,1
1409.0,2.781201742,7.002047277,2.945532635,81.59024106749999,81.15976588,30.431708484813687,0.03629301542534218,1,1
758.0,2.386985356,4.015625941,3.853258983,78.0002614,87.26839062,32.67731040072623,0.0441541199009681,0,0
1062.0,3.488973444,5.629841861,1.649213341,75.73916167,81.64297858,21.70815080299591,0.020200308338627983,0,1
537.0,4.156876294,4.950165181,2.970651399,76.29358639,80.9823483,18.353585960718032,0.03668270260569858,0,1
787.0,2.784999885,9.593899862,3.033272561,77.71683179,70.02199953,27.905506283351247,0.04331885095198452,0,0
902.0,5.436147799,7.024751841,4.7214003579999995,81.08586581,70.68267455,14.916052471000892,0.07935468115361517,0,0
879.0,4.069468025,8.81104224,3.383222589,77.31808891,77.88894137,18.99955680570804,0.04343649469991506,0,1
523.0,5.020355062,5.812090046,3.037611913,80.07735077,80.96196447,15.95053532689756,0.03751899960537111,0,0
1118.0,2.828898336,9.016960732,2.368223015,77.51063924,81.01731441,27.399584585142193,0.02923107279285092,1,0
789.0,5.695134281,7.39662959,4.34109313,75.61662981,72.94769342,13.27740946552758,0.05950966955193414,0,1
721.0,2.695378317,4.577268944,2.916739898,76.71364504,77.74256393,28.461179106532082,0.0375179277676802,0,0
724.0,2.056726705,5.000296043,1.204344875,81.59024106749999,81.69177157,40.38707451897456,0.01474254813984566,0,1
493.0,2.352637026,4.43939511,2.917978583,80.89862484,80.25216288,34.38636047378096,0.03636012386810328,0,1
909.0,2.959261907,11.41890055,2.02546854,81.59024106749999,71.51373074,28.002682964282823,0.028322792267179094,0,0
836.0,5.258868973,4.225744669,2.703844579,74.97570796,72.69458514,14.257002474284691,0.037194580226199224,0,1
570.0,2.692027062,8.216080305,3.05655145,81.59024106749999,67.07467266,30.830655323479057,0.04556938302917392,0,1
1445.5,2.921665241,6.381885876,2.724894192,77.81897903,71.37136778,26.635145579979195,0.038179094457029335,1,1
729.0,3.93723201,11.987104188250001,1.328396889,76.0286034,85.46414083,19.310165925426375,0.015543324675109823,0,1
599.0,2.003949152,5.552584115,2.427378851,77.25062714,68.1226017,38.549195254231684,0.035632503610031674,0,0
1141.0,5.407791746,11.24281896,2.753037765,75.43395975,74.40004988,13.949124391817879,0.03700317095808915,1,0
1136.0,4.754655589,10.94144934,2.980493426,76.81571006,70.12053882,16.155893654571916,0.04250528413152887,1,1
833.0,4.035735607,8.444530391,3.931681072,78.06620822,75.19356469,19.34373700908301,0.0522874675274289,0,1
677.0,2.508777116,7.950926505,1.715125384,81.59024106749999,82.73798198,33.5434247599379,0.02072960136270416,0,1
925.0,1.98569659,3.340632589,1.907096214,81.59024106749999,78.69165767,43.47982323422331,0.024235049438119178,0,0
833.0,4.016626803,7.734459106,2.998541775,75.08136481,71.62296504,18.69264148561725,0.04186564704945368,0,1
930.0,3.690079666,4.770946321,3.155294165,81.59024106749999,82.33074096,23.55823058536645,0.03832461761194381,0,0
758.0,5.899065401,5.440652967,1.431871664,76.73308742,79.40629951,13.007668537967445,0.01803221750460337,0,1
1062.0,3.690162632,8.882507185,1.24206924,76.14832795,69.91345089,20.63549375565841,0.01776581221765522,0,1
552.0,3.470547288,6.79852184,1.660432485,81.59024106749999,84.86071982,24.876786833742745,0.019566561402283425,0,1
1445.5,2.48341279,11.08509924,2.469866156,78.88616054,71.32929922,31.76522278440871,0.03462625012454174,1,0
1021.0,3.858195521,5.002131285,4.7214003579999995,75.23870019,88.88173947,19.501007603289892,0.05344900493991199,0,1
423.0,0.708185901,4.830761539,3.609172155,75.72489262,83.2461548,106.9279867236442,0.04335542180502012,0,1
469.0,3.731757705,8.768095391,2.497010038,77.1783071,67.91280425,20.68148931443018,0.036767882957800264,0,1
771.0,3.406179926,5.95003054,1.142742205,77.01639822,69.42755097,22.61078389668133,0.016459491787255823,0,1
1172.0,4.999245745,8.116638001,2.438667933,77.10283142,70.09768939,15.422892842808231,0.0347895623125617,1,1
779.0,3.46447946,4.020912853,2.831014149,75.76688154,82.32032257,21.86962930933353,0.034390221765623966,0,0
516.0,4.37331772,1.427812409,1.461577561,81.59024106749999,72.22145067,19.22282610420539,0.020237443964928877,0,1
383.0,3.458565868,8.061969245,3.26178897,76.26273574,83.01099114,22.050392749669037,0.03929345891677062,0,1
512.0,3.489710092,4.105276645,3.715531635,76.75211259,71.9705054,21.993836326390173,0.051625754388547065,0,1
1087.0,4.583877097,7.38219431,3.129506752,75.9221608,85.1428114,16.562870075571748,0.03675597153231894,1,1
570.0,5.054126484,7.137437262,2.397430544,75.75234578,67.2849751,14.98821725570412,0.03563099399883705,0,1
544.0,3.830605051,5.373992999,1.663871297,76.43676419,71.70766158,19.954227379835405,0.02320353586127916,0,1
830.0,4.196851494,8.162407278,1.777410244,81.59024106749999,80.22059294,20.249480328645625,0.02215653336456129,0,0
873.0,3.46886282,5.357634507,4.245988595,76.43257063,82.2001144,22.03389831080146,0.051654290580889994,0,0
675.0,3.561178406,5.163843547,1.795378364,76.68168002,72.20459429,21.532670166370767,0.024865154103478587,0,0
734.0,2.790814499,4.777325422,2.880281296,77.02179571,79.54054455,27.598321471240144,0.03621148575604012,0,0
915.0,2.786875988,5.121341165,2.11922926,74.30867214,74.67680798,26.663788579027365,0.02837868030684404,0,1
727.0,2.777169668,6.423462791,1.944138968,76.05642361,72.92624898,27.38630789697938,0.026658973897494435,0,1
892.0,4.019692936,10.72003637,1.41693883,81.59024106749999,79.62976519,20.501839043956267,0.01779408524713245,0,1
1071.0,3.818850889,6.592040533,2.582870506,74.91354817,85.66796151,19.61677749340372,0.030149783658602665,1,1
441.0,3.845311058,8.321887802,2.981388973,78.18950072,71.8014731,20.33372581324213,0.0415226713920999,0,1
562.0,3.486698542,10.50189797,1.399577801,78.13541685,86.51549366,22.409570517438784,0.01617719256738273,0,0
650.0,5.842101745,11.987104188250001,1.307007512,74.32491766,68.44568062,12.722290864518314,0.01909554408928018,0,1
1156.0,4.108144835,5.396624116,3.06941755,75.6653431,88.24018877,18.418372803061118,0.03478480262548513,1,0
513.0,2.55854354,4.15166431,1.325600771,76.09007686,68.69676335,29.739606018195804,0.01929640795806139,0,1
689.0,3.229242714,7.031272009,2.048359271,81.59024106749999,78.73009536,26.13463704171727,0.02601748748853541,0,0
343.0,3.645697848,5.297467351,2.810773416,76.83974401,83.55073053,21.076827321867516,0.0336415181312,0,1
1379.0,2.829296791,6.676102852,1.442639525,74.88337384,65.61284718,26.467132779496374,0.021987150184815375,1,1
603.0,1.270661891,6.759154013,1.268518038,77.80194238,70.68431013,61.229460748815356,0.017946246283892252,0,0
592.0,2.468749592,5.696184545,2.091720826,77.66457712,86.35322142,31.459074412274376,0.024222846485673123,0,1
894.0,2.884923452,5.53303057,1.333842754,73.9083266,65.76140349,25.61881721636751,0.020283063973882954,0,1
598.0,3.260286382,3.264906526,1.16332277,75.54267345,79.71972315,23.170563747733986,0.014592659432736629,0,1
809.0,3.75567279,6.788085071,1.906858635,74.11973957,78.12836353,19.735409263382603,0.024406739740143128,0,1
968.0,3.752912256,4.988215259,3.678730432,74.86616797,81.42745137,19.9488191737782,0.04517801269849569,0,1
775.0,2.594746118,7.77904045,1.857056044,75.04645877,69.93860079,28.922466922445935,0.02655266223549509,0,1
724.0,2.059781858,5.518458272,3.313381541,74.28229444,87.26105151,36.0631851142365,0.03797091008719154,0,1
729.0,3.120852568,5.079787241,2.143268554,76.33628092,79.72664887,24.460072770730125,0.02688271217187057,0,1
755.0,3.411253719,10.09308534,4.7214003579999995,76.90165635,82.65698725,22.54351704233349,0.06412226287620953,0,1
1291.0,3.879801315,11.987104188250001,2.759591595,76.59521079,70.85604186,19.742044649005436,0.0389464542833553,1,0
648.0,3.754370896,5.900179036,4.363619797,76.15211837,69.40904722,20.283589575855267,0.06286817024254782,0,0
503.0,2.034704612,5.406173752,1.117871727,76.49127646,69.21164657,37.59330765206915,0.01615149736207179,0,0
1409.0,2.448422767,5.076747645,1.108731269,75.4988097,86.8697318,30.835691743100018,0.012763148291428246,1,0
673.0,4.540598623,7.941643286,1.89673376,76.39082322,78.88452044,16.823954188121597,0.024044435453501503,0,1
647.0,2.663503039,2.818298246,1.803563842,75.74670525,78.7406319,28.43875307851676,0.022905122787057544,0,1
908.0,4.776496492,6.59741007,1.617758842,75.48507425,63.55244238,15.803439691922211,0.02545549441399769,0,0
659.0,3.58196466,4.822044563,2.174537883,76.3928606,73.33540249,21.327083835606576,0.029651952660879163,0,1
1047.0,2.527084372,4.302860877,4.7214003579999995,77.9986243,77.2874898,30.865065355245687,0.0665227037817445,0,1
920.0,4.880477887,6.171200459,0.985889361,76.31629903,82.29857121,15.637054566578758,0.011979422564752932,0,1
691.0,3.516633646,5.770754107,4.7214003579999995,75.76575664,84.10242122,21.544967223463804,0.07570669509436033,0,1
1445.5,2.505067796,2.39581248,2.713413544,76.62839539,74.58776577,30.589349921929216,0.036378801751042175,1,1
670.0,2.691219224,5.780184784,4.7214003579999995,75.21578214,73.36942161,27.948589795002146,0.08091026473610495,0,1
840.0,4.666518658,7.928491275,2.907396087,75.91259054,72.1346416,16.267499629485034,0.04030512972008722,0,1
764.0,2.357019897,7.379463997,2.510326515,75.79956016,73.77871034,32.15906673358049,0.03402507991033555,0,1
664.0,1.92994956,7.032399341,1.504577842,76.11177432,80.51628516,39.43718317695308,0.01868662766805671,0,1
530.0,2.721544553,6.591911473,1.568230811,76.71358737,85.37873618,28.187518475652894,0.018367931889900223,0,0
458.0,3.364850162,4.773891212,1.889983366,77.98635738,76.45088159,23.176769729813604,0.02472153789063978,0,1
1406.0,2.113268634,8.506846553,3.628339636,76.52944978,81.72657397,36.213782076131444,0.04439608146711108,1,1
1272.0,2.067575575,0.786808407,0.833719725,78.6654769,78.03557468,38.047207488413086,0.010683841676297373,1,0
577.0,3.669834931,3.357733219,1.79828591,76.49198239,84.91484293,20.84343950836954,0.021177521478576204,0,1
589.0,4.623011607,1.457721985,2.777889516,77.1536113,83.16449125,16.68903690035663,0.03340235086209344,0,1
778.0,2.147743725,6.750116533,2.744420103,81.59024106749999,72.17910043,40.759234945500765,0.0380223650149473,0,0
452.0,2.459926011,4.012940826,1.610199664,79.68799566,88.12250328,32.39446849362983,0.018272286919536994,0,1
1033.0,4.015978599,4.044618546,1.368561782,78.41091049,69.72617742,19.524733152095166,0.01962766112584062,0,0
644.0,2.69613012,5.301801231,1.347740374,77.05838962,86.85436064,28.581109290081297,0.015517244776991776,0,1
685.0,3.597667244,10.00737911,1.757174694,78.47622624,85.50853345,21.813086346681594,0.020549699814784977,0,1
461.0,2.592478234,5.310509246,1.744771139,75.7707213,73.71450999,29.227138845864655,0.023669303902809545,0,1
453.0,2.243080106,5.85216023,2.755346152,77.17487119,86.16039817,34.40575795022454,0.031979264378090795,0,1
814.0,3.305758926,4.990315631,1.577685154,75.49056901,86.17714233,22.836078098817783,0.018307466589673353,0,0
539.0,2.072085362,5.273467148,4.7214003579999995,75.10386944,77.60735829,36.24554799591311,0.08257740474881974,0,1
807.0,3.573537171,5.435716228,1.594370753,77.64000418,84.31061731,21.726373748135277,0.018910675830277585,0,1
792.0,1.885749282,4.479093828,2.980797228,74.94036524,72.07055572,39.74036525180022,0.041359431715507246,0,1
880.0,2.292284224,5.984737646,3.589773203,76.13848098,73.97092592,33.21511363330833,0.04852951559484819,0,1
939.0,2.479915674,6.279585086,2.25658941,77.9801312,89.78804956,31.444670485194894,0.025132402597653664,0,0
1348.0,2.28424183,6.47128685,1.29681513,75.18754369,81.30054697,32.915754672962976,0.015950878294564565,1,0
1177.0,3.14225661,4.029034033,2.221362721,81.59024106749999,73.41035115,26.03044142852483,0.030259529973655497,1,1
1126.0,3.906482246,4.87363844,2.009951366,77.41679059,78.30653346,19.81752014085565,0.02566773520917906,1,0
882.0,2.57371904,6.066063039,2.758939569,81.59024106749999,84.38265726,33.380793173135174,0.03269557582785228,0,1
663.0,5.478452182,7.052038377,1.227311003,75.43200268,75.04337812,13.768852985125863,0.016354687565336378,0,0
771.0,3.615147869,8.280813141,2.025358764,76.93588112,85.01133591,21.281530910458038,0.023824572832783282,0,0
1086.0,1.957800393,10.36117324,2.93531268,81.59024106749999,82.49663647,43.344578335673056,0.035580998275819765,1,0
854.0,2.29866197,9.093801912,1.371096765,77.9286187,86.14035815,33.90173053587344,0.015917007944318606,0,1
428.0,4.817374978,7.381478075,3.067388548,74.59811182,68.05127658,15.485220096146728,0.045074665783734806,0,1
1445.5,3.274450433,6.096013615,2.628383995,75.64376239,82.57189682,23.101208565461892,0.031831459567044494,1,0
521.0,3.937582513,6.008643896,2.684035548,81.59024106749999,71.78779363,21.710695028678373,0.03738846692842704,0,1
1245.0,3.997609193,5.160321334,2.024324151,81.59024106749999,75.89127807,21.41318485806274,0.02667400263219734,1,0
721.0,4.333740562,4.116938813,3.924033797,74.72723867,66.83904245,17.243126947939345,0.05870870756317964,0,1
428.0,2.630313601,11.987104188250001,2.88409458,81.59024106749999,76.84327691,31.292177000760603,0.037532165414781764,0,1
757.0,4.887911861,4.605421598,2.74813054,77.92409254,70.51019095,15.942204924304383,0.038974941110977095,0,0
532.0,2.584221496,6.978570048,2.516974608,81.48416612,67.73312968,31.531417197065213,0.03716016991819593,0,1
759.0,4.458605189,11.987104188250001,1.153165272,76.81950549,72.77172263,17.22949268518424,0.015846337427837802,0,1
595.0,2.409280508,7.248602186,1.889515423,81.59024106749999,74.80152847,35.43372434904536,0.025260385203997694,0,1
860.0,4.98745696,10.90178627,2.75057486,76.95036369,74.72376704,15.428777492648278,0.03680990625817357,0,0
1168.0,2.671261342,8.066906803,0.27211253,76.96814311,85.47039534,28.813408070500948,0.003183705058547352,1,1
937.0,1.985188824,5.482787259,2.184039856,76.09345229,75.36743559,38.330586677733585,0.028978561349509227,0,1
802.0,2.6413397,5.916244687,2.641134875,81.59024106749999,85.10981235,32.32057282143603,0.031032084339920416,0,0
723.0,2.359133956,10.50397534,2.719321943,76.05518118,74.4970153,32.23860221526141,0.03650242807781321,0,0
668.0,3.613017572,3.627399545,1.176296124,76.09921467,81.679781,21.062508873399963,0.014401313392355937,0,1
743.0,2.819474484,4.41827842,0.940374545,75.99359541,77.02275201,26.953106276098506,0.012209048890877197,0,1
842.0,4.385639214,9.070833333,1.537679365,75.94378817,84.02292994,17.316469610078602,0.018300711080868552,0,1
712.0,3.314215639,5.445329528,1.512054488,77.19618482,77.74667212,23.29244479797713,0.019448478587818945,0,0
672.0,3.910785642,3.365309743,2.734904635,78.01340968,82.05037362,19.948270455473867,0.03333201927472222,0,0
580.0,2.230721753,5.731391009,2.569654357,77.12967125,74.39580689,34.57610575871764,0.03454031167105203,0,1
1057.0,3.042302104,7.142803344,1.149575665,80.91900111,86.93980961,26.59795061233669,0.013222661403985562,0,1
945.0,2.973972376,11.987104188250001,3.078092548,76.93988426,68.56274274,25.87108235466677,0.044894536376302495,0,1
619.0,3.862519084,4.373864709,3.863971237,81.59024106749999,85.29220486,21.353590376202266,0.04530274769355986,0,1
725.0,3.088663249,3.711530183,2.045371664,74.84589823,79.85462619,24.23245663127324,0.025613690296832633,0,0
860.0,2.991972657,10.91516437,2.094811234,81.59024106749999,76.67089992,28.46511359344953,0.0273221161638349,0,0
665.0,1.924127521,4.923510326,1.466577841,76.73260551,71.23254981,39.87916844000071,0.020588591099319518,0,0
676.0,3.008241938,6.29967007,2.766591154,81.59024106749999,77.21158041,27.400849858107392,0.03583129809426472,0,1
898.0,2.174168586,4.549271629,2.925932025,75.81819477,70.41207192,34.87227037416132,0.04155440885654313,0,0
797.0,2.504279702,6.745274716,1.35598961,76.18601425,77.67260746,30.422326303709347,0.017457758331317904,0,1
490.0,4.219244578,4.487079873,1.339601121,76.39964899,78.00867346,18.107423634165066,0.01717246379900177,0,1
909.0,3.800915439,4.6315918,2.244192902,81.59024106749999,65.76841268,22.37035694021395,0.034122655702810555,0,0
621.0,2.850912851,2.798683001,0.824407266,74.72327533,91.72361886,26.2102979765901,0.008987949627874069,0,0
684.0,4.013145777,11.78362135,3.111940214,75.57122784,68.93774752,18.830920190617338,0.045141309746118026,0,1
787.0,4.371238398,6.57242346,2.202876422,76.77477459,69.36010413,17.563621015300207,0.03175999300507394,0,1
603.0,2.713783982,7.446803583,1.289907451,76.63956492,81.43822662,28.240849466403844,0.015839090615502403,0,1
609.0,4.596759813,4.561592658,3.031919221,75.56711628,77.83952346,16.43921356654098,0.03895089648844055,0,1
